EPISODE_TYPE,Clinical_category,DEF_NAME,DEF_SUB,DEF_DESC,EPISODE_NAME,PAC_RF,PAC_DESC,flag
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC18,Septic arthritis,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC21,"Acute CHF, pulm edema",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC22,"DIC, coagulation and hemorrhagic disorders",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC32,Complications of medical care,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC33,Complications of surgical procedures - general,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC330,Complications of surgical procedures -  left forgein body,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC34,"Cellulitis, Local Skin Infection, gangrene",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC38,Syncope and Collapse,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC40,Drug resistant infections,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC48,Fluid and Electrolyte disturbances,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC59,Hypertensive crisis,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC67,Transfusion and infusion related complications,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC68,Wound infections,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC70,Acute posthemorrhagic anemia,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P201,AV fistula creation and revision,Creation or repair of blood vessel access for dialysis,PC90,Post MI syndrome and related,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC08,Cardiac dysrhythmias,0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC16,Aortic and peripheral arterial embolism or thrombosis,0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC311,Complication of Implanted device/graft - cardiac and vascular,0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC336,Complications of surgical procedures - circulatory system,0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC44,Functional Disturbances following Cardiac Surgery,0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC95,Aortic dissection/repture,0
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC03,Stroke/TIA,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC038,"Drug overdose, underdose, and adverse effects - hematological agents",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC06,Coma; stupor; and brain damage,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC10,Acute Renal Failure,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC11,Urinary Tract Infections,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC12,Pneumonia (except that caused by TB or STD),1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC128,Acute Encephalopathy,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC13,Acute Respiratory Failure,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC14,Tracheostomy complications,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC15,Opportunistic Infections,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC18,Septic arthritis,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC21,"Acute CHF, pulm edema",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC22,"DIC, coagulation and hemorrhagic disorders",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC32,Complications of medical care,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC33,Complications of surgical procedures - general,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC330,Complications of surgical procedures -  left forgein body,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC34,"Cellulitis, Local Skin Infection, gangrene",1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC38,Syncope and Collapse,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC40,Drug resistant infections,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC48,Fluid and Electrolyte disturbances,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC59,Hypertensive crisis,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC67,Transfusion and infusion related complications,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC68,Wound infections,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC70,Acute posthemorrhagic anemia,1
OP/ASC Procedure,Circulatory system diseases,PPI_OP_PROC,PPI_OP_PROC_P203,Cardiac catheterization,Cardiac catheterization,PC90,Post MI syndrome and related,1
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC011,Retinal detachment,0
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC012,Vitreous prolapse,0
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC013,Vitrious hemorrhage,0
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC014,Inflammation/infection of eye,0
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC316,Complication of Implanted device/graft - eye,0
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC334,Complications of surgical procedures - eye,0
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC93,Post-cataract ds,0
OP/ASC Procedure,Eye and adnexa diseases,PPI_OP_PROC,PPI_OP_PROC_P204,Cataract surgery IOL,Cataract surgery with lens implant,PC94,Visual impairment/blind,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC19,Gastrointestinal hemorrhage,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC24,"Intestinal obstr, ileus",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC312,Complication of Implanted device/graft - GI,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC338,Complications of surgical procedures -GI system,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC98,"Perforation, fistula GB, bile duct, pancreas",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC03,Stroke/TIA,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC038,"Drug overdose, underdose, and adverse effects - hematological agents",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC06,Coma; stupor; and brain damage,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC10,Acute Renal Failure,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC11,Urinary Tract Infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC12,Pneumonia (except that caused by TB or STD),1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC128,Acute Encephalopathy,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC13,Acute Respiratory Failure,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC14,Tracheostomy complications,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC15,Opportunistic Infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC18,Septic arthritis,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC21,"Acute CHF, pulm edema",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC22,"DIC, coagulation and hemorrhagic disorders",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC32,Complications of medical care,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC33,Complications of surgical procedures - general,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC330,Complications of surgical procedures -  left forgein body,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC34,"Cellulitis, Local Skin Infection, gangrene",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC38,Syncope and Collapse,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC40,Drug resistant infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC48,Fluid and Electrolyte disturbances,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC59,Hypertensive crisis,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC67,Transfusion and infusion related complications,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC68,Wound infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC70,Acute posthemorrhagic anemia,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P205,Colonoscopy,Colonoscopy,PC90,Post MI syndrome and related,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC19,Gastrointestinal hemorrhage,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC24,"Intestinal obstr, ileus",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC312,Complication of Implanted device/graft - GI,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC338,Complications of surgical procedures -GI system,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC98,"Perforation, fistula GB, bile duct, pancreas",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC03,Stroke/TIA,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC038,"Drug overdose, underdose, and adverse effects - hematological agents",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC06,Coma; stupor; and brain damage,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC10,Acute Renal Failure,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC11,Urinary Tract Infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC12,Pneumonia (except that caused by TB or STD),1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC128,Acute Encephalopathy,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC13,Acute Respiratory Failure,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC14,Tracheostomy complications,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC15,Opportunistic Infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC18,Septic arthritis,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC21,"Acute CHF, pulm edema",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC22,"DIC, coagulation and hemorrhagic disorders",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC32,Complications of medical care,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC33,Complications of surgical procedures - general,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC330,Complications of surgical procedures -  left forgein body,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC34,"Cellulitis, Local Skin Infection, gangrene",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC38,Syncope and Collapse,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC40,Drug resistant infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC48,Fluid and Electrolyte disturbances,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC59,Hypertensive crisis,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC67,Transfusion and infusion related complications,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC68,Wound infections,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC70,Acute posthemorrhagic anemia,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P209,EGD endoscopy,Upper GI endoscopy,PC90,Post MI syndrome and related,1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC19,Gastrointestinal hemorrhage,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC24,"Intestinal obstr, ileus",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC312,Complication of Implanted device/graft - GI,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC338,Complications of surgical procedures -GI system,0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC98,"Perforation, fistula GB, bile duct, pancreas",0
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
OP/ASC Procedure,GI system diseases,PPI_OP_PROC,PPI_OP_PROC_P210,ERCP,Endoscopy of the pancreas or bile duct (ERCP),PC03,Stroke/TIA,1
