Clinical_category,Episode_type,Episode_name,def_sub,spec_cd,Spec_desc,Spec_type
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,01,General practice,PCP
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,08,Family practice,PCP
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,11,Internal medicine,PCP
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,37,Pediatric medicine,PCP
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,38,Geriatric medicine,PCP
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,02,General surgery,PROC
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,13,Neurology,SCP
Nervous system diseases,IP Medical,Traumatic stupor & coma,PPI_IP_MED_M009,C6,Hospitalist,SCP
Nervous system diseases,IP Procedure,Carotid Revascularization,PPI_IP_PROC_P10,02,General surgery,PROC
Nervous system diseases,IP Procedure,Carotid Revascularization,PPI_IP_PROC_P10,77,Vascular surgery,PROC
Nervous system diseases,IP Procedure,Craniotomy,PPI_IP_PROC_P09,14,Neurosurgery,PROC
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,50,Nurse practitioner,MPCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,89,Certified clinical nurse specialist,MPCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,97,Physician assistant,MPCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,01,General practice,PCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,08,Family practice,PCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,11,Internal medicine,PCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,38,Geriatric medicine,PCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,20,Orthopedic surgery,PROC
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,40,Hand surgery,PROC
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,13,Neurology,SCP
Nervous system diseases,OP Acute Medical,Carpal tunnel & related syndromes,PPI_AC_MED_X519,23,Sports medicine,SCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,50,Nurse practitioner,MPCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,89,Certified clinical nurse specialist,MPCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,97,Physician assistant,MPCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,01,General practice,PCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,08,Family practice,PCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,11,Internal medicine,PCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,38,Geriatric medicine,PCP
Nervous system diseases,OP Acute Medical,Encephalopathy,PPI_AC_MED_X107,13,Neurology,SCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,50,Nurse practitioner,MPCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,89,Certified clinical nurse specialist,MPCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,97,Physician assistant,MPCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,01,General practice,PCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,08,Family practice,PCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,11,Internal medicine,PCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,37,Pediatric medicine,PCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,38,Geriatric medicine,PCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,13,Neurology,SCP
Nervous system diseases,OP Acute Medical,Head injury,PPI_AC_MED_X097,23,Sports medicine,SCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,50,Nurse practitioner,MPCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,89,Certified clinical nurse specialist,MPCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,97,Physician assistant,MPCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,01,General practice,PCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,08,Family practice,PCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,11,Internal medicine,PCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,38,Geriatric medicine,PCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,13,Neurology,SCP
Nervous system diseases,OP Acute Medical,Hypersomnia,PPI_AC_MED_X569,29,Pulmonary disease,SCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,50,Nurse practitioner,MPCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,89,Certified clinical nurse specialist,MPCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,97,Physician assistant,MPCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,01,General practice,PCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,08,Family practice,PCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,11,Internal medicine,PCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,38,Geriatric medicine,PCP
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,20,Orthopedic surgery,PROC
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,48,Podiatry,PROC
Nervous system diseases,OP Acute Medical,Mononeuritis multiplex and related,PPI_AC_MED_X103,13,Neurology,SCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,50,Nurse practitioner,MPCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,89,Certified clinical nurse specialist,MPCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,97,Physician assistant,MPCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,01,General practice,PCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,08,Family practice,PCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,11,Internal medicine,PCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,38,Geriatric medicine,PCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,06,Cardiology,SCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,13,Neurology,SCP
Nervous system diseases,OP Acute Medical,Myopathy,PPI_AC_MED_X522,66,Rheumatology,SCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,50,Nurse practitioner,MPCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,89,Certified clinical nurse specialist,MPCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,97,Physician assistant,MPCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,01,General practice,PCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,08,Family practice,PCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,11,Internal medicine,PCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,38,Geriatric medicine,PCP
Nervous system diseases,OP Acute Medical,Transient ischemic attack,PPI_AC_MED_X516,13,Neurology,SCP
Perinatal care,Perinatal care,Perinatal care,,16,Obstetrics/gynecology,SCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,50,Nurse practitioner,MPCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,97,Physician assistant,MPCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,01,General practice,PCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,08,Family practice,PCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,11,Internal medicine,PCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,37,Pediatric medicine,PCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,38,Geriatric medicine,PCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,03,Allergy/immunology,SCP
Respiratory system diseases,Chronic Medical,Allergic/chronic nasopharyngitis,PPI_CH_MED_Y174,04,Otolaryngology,SCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,50,Nurse practitioner,MPCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,97,Physician assistant,MPCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,01,General practice,PCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,08,Family practice,PCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,11,Internal medicine,PCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,37,Pediatric medicine,PCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,38,Geriatric medicine,PCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,03,Allergy/immunology,SCP
Respiratory system diseases,Chronic Medical,Asthma,PPI_CH_MED_Y180,29,Pulmonary disease,SCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,50,Nurse practitioner,MPCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,97,Physician assistant,MPCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,01,General practice,PCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,08,Family practice,PCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,11,Internal medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,38,Geriatric medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic Obstructive Pulmonary Disease,PPI_CH_MED_Y179,29,Pulmonary disease,SCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,50,Nurse practitioner,MPCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,97,Physician assistant,MPCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,01,General practice,PCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,08,Family practice,PCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,11,Internal medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,37,Pediatric medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,38,Geriatric medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic alveolar/interstitial disease,PPI_CH_MED_Y184,29,Pulmonary disease,SCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,50,Nurse practitioner,MPCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,97,Physician assistant,MPCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,01,General practice,PCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,08,Family practice,PCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,11,Internal medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,38,Geriatric medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic respiratory failure,PPI_CH_MED_Y186,29,Pulmonary disease,SCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,50,Nurse practitioner,MPCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,97,Physician assistant,MPCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,01,General practice,PCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,08,Family practice,PCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,11,Internal medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,37,Pediatric medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,38,Geriatric medicine,PCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,03,Allergy/immunology,SCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,04,Otolaryngology,SCP
Respiratory system diseases,Chronic Medical,Chronic sinusitis,PPI_CH_MED_Y175,29,Pulmonary disease,SCP
Respiratory system diseases,IP Medical,Acute respiratory failure,PPI_IP_MED_M023,01,General practice,PCP
Respiratory system diseases,IP Medical,Acute respiratory failure,PPI_IP_MED_M023,08,Family practice,PCP
Respiratory system diseases,IP Medical,Acute respiratory failure,PPI_IP_MED_M023,11,Internal medicine,PCP
Respiratory system diseases,IP Medical,Acute respiratory failure,PPI_IP_MED_M023,37,Pediatric medicine,PCP
Respiratory system diseases,IP Medical,Acute respiratory failure,PPI_IP_MED_M023,38,Geriatric medicine,PCP
Respiratory system diseases,IP Medical,Acute respiratory failure,PPI_IP_MED_M023,29,Pulmonary disease,SCP
Respiratory system diseases,IP Medical,Acute respiratory failure,PPI_IP_MED_M023,C6,Hospitalist,SCP
Respiratory system diseases,IP Medical,"COPD, bronchitis/asthma",PPI_IP_MED_M024,01,General practice,PCP
Respiratory system diseases,IP Medical,"COPD, bronchitis/asthma",PPI_IP_MED_M024,08,Family practice,PCP
Respiratory system diseases,IP Medical,"COPD, bronchitis/asthma",PPI_IP_MED_M024,11,Internal medicine,PCP
Respiratory system diseases,IP Medical,"COPD, bronchitis/asthma",PPI_IP_MED_M024,37,Pediatric medicine,PCP
Respiratory system diseases,IP Medical,"COPD, bronchitis/asthma",PPI_IP_MED_M024,38,Geriatric medicine,PCP
Respiratory system diseases,IP Medical,"COPD, bronchitis/asthma",PPI_IP_MED_M024,29,Pulmonary disease,SCP
Respiratory system diseases,IP Medical,"COPD, bronchitis/asthma",PPI_IP_MED_M024,C6,Hospitalist,SCP
Respiratory system diseases,IP Medical,Major chest trauma,PPI_IP_MED_M022,01,General practice,PCP
Respiratory system diseases,IP Medical,Major chest trauma,PPI_IP_MED_M022,08,Family practice,PCP
Respiratory system diseases,IP Medical,Major chest trauma,PPI_IP_MED_M022,11,Internal medicine,PCP
Respiratory system diseases,IP Medical,Major chest trauma,PPI_IP_MED_M022,38,Geriatric medicine,PCP
Respiratory system diseases,IP Medical,Major chest trauma,PPI_IP_MED_M022,02,General surgery,PROC
Respiratory system diseases,IP Medical,Major chest trauma,PPI_IP_MED_M022,29,Pulmonary disease,SCP
Respiratory system diseases,IP Medical,Major chest trauma,PPI_IP_MED_M022,C6,Hospitalist,SCP
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,01,General practice,PCP
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,08,Family practice,PCP
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,11,Internal medicine,PCP
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,37,Pediatric medicine,PCP
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,38,Geriatric medicine,PCP
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,02,General surgery,PROC
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,29,Pulmonary disease,SCP
Respiratory system diseases,IP Medical,Pneumothorax,PPI_IP_MED_M026,C6,Hospitalist,SCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,01,General practice,PCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,08,Family practice,PCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,11,Internal medicine,PCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,37,Pediatric medicine,PCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,38,Geriatric medicine,PCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,29,Pulmonary disease,SCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,44,Infectious disease,SCP
Respiratory system diseases,IP Medical,Simple pneumonia and respiratory infections,PPI_IP_MED_M020,C6,Hospitalist,SCP
Respiratory system diseases,IP Procedure,Lung resection,PPI_IP_PROC_P26,02,General surgery,PROC
Respiratory system diseases,IP Procedure,Lung resection,PPI_IP_PROC_P26,33,Thoracic surgery,PROC
Respiratory system diseases,IP Procedure,Lung resection,PPI_IP_PROC_P26,78,Cardiac surgery,PROC
Respiratory system diseases,IP Procedure,Lung resection,PPI_IP_PROC_P26,29,Pulmonary disease,SCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,50,Nurse practitioner,MPCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,97,Physician assistant,MPCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,01,General practice,PCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,08,Family practice,PCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,11,Internal medicine,PCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,37,Pediatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,38,Geriatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,03,Allergy/immunology,SCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,04,Otolaryngology,SCP
Respiratory system diseases,OP Acute Medical,Acute URI,PPI_AC_MED_X165,29,Pulmonary disease,SCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,50,Nurse practitioner,MPCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,97,Physician assistant,MPCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,01,General practice,PCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,08,Family practice,PCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,11,Internal medicine,PCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,37,Pediatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,38,Geriatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,03,Allergy/immunology,SCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,04,Otolaryngology,SCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,29,Pulmonary disease,SCP
Respiratory system diseases,OP Acute Medical,Acute sinusitis,PPI_AC_MED_X166,44,Infectious disease,SCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,50,Nurse practitioner,MPCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,97,Physician assistant,MPCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,01,General practice,PCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,08,Family practice,PCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,11,Internal medicine,PCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,37,Pediatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,38,Geriatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,29,Pulmonary disease,SCP
Respiratory system diseases,OP Acute Medical,Bronchitis/bronchiolitis,PPI_AC_MED_X170,44,Infectious disease,SCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,50,Nurse practitioner,MPCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,97,Physician assistant,MPCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,01,General practice,PCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,08,Family practice,PCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,11,Internal medicine,PCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,37,Pediatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,38,Geriatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Diseases of vocal cords and larynx,PPI_AC_MED_X172,04,Otolaryngology,SCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,50,Nurse practitioner,MPCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,97,Physician assistant,MPCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,01,General practice,PCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,08,Family practice,PCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,11,Internal medicine,PCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,38,Geriatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Idiopathic pulmonary fibrosis,PPI_AC_MED_X179,29,Pulmonary disease,SCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,50,Nurse practitioner,MPCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,97,Physician assistant,MPCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,01,General practice,PCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,08,Family practice,PCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,11,Internal medicine,PCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,37,Pediatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,38,Geriatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Pleural effusion,PPI_AC_MED_X182,29,Pulmonary disease,SCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,50,Nurse practitioner,MPCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,89,Certified clinical nurse specialist,MPCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,97,Physician assistant,MPCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,01,General practice,PCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,08,Family practice,PCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,11,Internal medicine,PCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,37,Pediatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,38,Geriatric medicine,PCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,29,Pulmonary disease,SCP
Respiratory system diseases,OP Acute Medical,Pneumonia,PPI_AC_MED_X002,44,Infectious disease,SCP
Respiratory system diseases,OP/ASC or Office Procedure,Endoscopic sinus surgery,PPI_PR_PROC_P511,04,Otolaryngology,SCP
Skin/subcutaneous diseases,Chronic Medical,Decubitus ulcer,PPI_CH_MED_Y212,50,Nurse practitioner,MPCP
Skin/subcutaneous diseases,Chronic Medical,Decubitus ulcer,PPI_CH_MED_Y212,89,Certified clinical nurse specialist,MPCP
Skin/subcutaneous diseases,Chronic Medical,Decubitus ulcer,PPI_CH_MED_Y212,97,Physician assistant,MPCP
Skin/subcutaneous diseases,Chronic Medical,Decubitus ulcer,PPI_CH_MED_Y212,01,General practice,PCP
