MS-DRG ,MDC,TYPE,MS-DRG Title,Weights,Geometric mean LOS,Arithmetic mean LOS,FY
715,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,2.2332,5.2,7.4,2023
716,12,P,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,1.1508,1.6,2.0,2016
716, 12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,1.2097,1.6,1.9,2017
716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,1.4265,1.5,1.8,2018
716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,1.4630,1.5,1.8,2019
716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,1.4655,1.4,1.6,2020
716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,1.2765,1.4,1.6,2021
716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,1.2758,1.4,1.6,2022
716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,1.3143,1.5,1.7,2023
717,12,P,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.7645,4.7,6.3,2016
717, 12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.6430,4.3,5.7,2017
717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.9292,4,5.4,2018
717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.9543,4.2,5.8,2019
717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.7643,3.7,5.1,2020
717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,1.7985,3.7,5.2,2021
717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,1.8006,3.7,5.2,2022
717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,1.7703,3.4,4.8,2023
718,12,P,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,0.9069,2.1,2.5,2016
718, 12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,1.0425,2.4,3.1,2017
718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,1.2463,2.4,2.8,2018
718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,1.2326,2.5,3.0,2019
718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,1.2194,2.2,2.6,2020
718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,1.2362,2.2,2.7,2021
718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,1.2346,2.2,2.7,2022
718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,1.2690,1.9,2.3,2023
722,12,M,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.7370,5.5,7.3,2016
722, 12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.6914,5.2,7.0,2017
722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.7366,5.1,6.9,2018
722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.6597,5.1,7.0,2019
722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.8049,5.2,7.0,2020
722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",1.7090,5.1,7.1,2021
722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",1.7126,5.1,7.1,2022
722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",1.6977,4.9,6.5,2023
723,12,M,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.0979,3.8,4.8,2016
723, 12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.0847,3.8,4.8,2017
723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.122,3.6,4.6,2018
723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.1015,3.5,4.5,2019
723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.1074,3.4,4.4,2020
723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",1.0891,3.5,4.5,2021
723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",1.0919,3.5,4.5,2022
723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",1.1524,3.3,4.5,2023
724,12,M,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.6545,2.0,2.9,2016
724, 12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.7356,2.0,2.8,2017
724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.7578,1.8,2.3,2018
724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.6892,1.9,2.5,2019
724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.5904,1.7,2.2,2020
724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.6494,1.8,2.3,2021
724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.6481,1.8,2.3,2022
724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.7651,1.8,2.1,2023
725,12,M,BENIGN PROSTATIC HYPERTROPHY W MCC,1.3198,4.5,5.8,2016
725, 12,MED,BENIGN PROSTATIC HYPERTROPHY W MCC,1.3225,4.4,5.8,2017
725,12,MED,BENIGN PROSTATIC HYPERTROPHY W MCC,1.2737,4.2,5.6,2018
725,12,MED,BENIGN PROSTATIC HYPERTROPHY W MCC,1.2143,4.0,5.1,2019
725,12,MED,BENIGN PROSTATIC HYPERTROPHY W MCC,1.2554,4.2,5.3,2020
725,12,MED,BENIGN PROSTATIC HYPERTROPHY WITH MCC,1.2819,4.0,5.4,2021
725,12,MED,BENIGN PROSTATIC HYPERTROPHY WITH MCC,1.2855,4.0,5.4,2022
725,12,MED,BENIGN PROSTATIC HYPERTROPHY WITH MCC,1.2493,4.0,5.2,2023
726,12,M,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7406,2.7,3.3,2016
726, 12,MED,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7233,2.7,3.3,2017
726,12,MED,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7374,2.6,3.2,2018
726,12,MED,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7645,2.6,3.3,2019
726,12,MED,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7647,2.6,3.3,2020
726,12,MED,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,0.7433,2.5,3.1,2021
726,12,MED,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,0.7447,2.5,3.1,2022
726,12,MED,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,0.7716,2.5,3.1,2023
727,12,M,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.4461,4.9,6.2,2016
727, 12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.3771,4.7,5.9,2017
727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.45,4.7,6,2018
727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.4380,4.7,6.0,2019
727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.4273,4.4,5.7,2020
727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,1.4181,4.4,5.6,2021
727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,1.4210,4.4,5.6,2022
727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,1.4368,4.6,5.9,2023
728,12,M,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.7838,3.1,3.8,2016
728, 12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.8078,3.1,3.8,2017
728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.8116,3.1,3.7,2018
728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.7914,3.0,3.6,2019
728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.8025,3.0,3.6,2020
728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,0.8035,2.9,3.6,2021
728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,0.8057,3.0,3.6,2022
728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,0.8217,2.9,3.6,2023
729,12,M,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.1169,3.5,4.6,2016
729, 12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.0716,3.5,4.7,2017
729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.0556,3.3,4.3,2018
729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.0820,3.3,4.5,2019
729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.0739,3.1,4.2,2020
729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,1.0048,3.1,4.1,2021
729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,1.0075,3.1,4.1,2022
729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,1.0778,3.3,4.5,2023
730,12,M,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6036,2.3,2.9,2016
730, 12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6552,2.3,2.8,2017
730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6382,1.9,2.4,2018
730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.5684,1.9,2.3,2019
730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6316,2.0,2.5,2020
730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,0.5657,1.8,2.2,2021
730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,0.5689,1.8,2.2,2022
730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,0.6558,2.0,2.4,2023
734,13,P,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.5255,4.5,6.4,2016
734, 13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.7192,4.6,6.9,2017
734,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.1754,3.8,5.3,2018
734,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.3059,3.7,5.2,2019
734,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.1919,3.4,4.9,2020
734,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",2.2228,3.5,5.0,2021
734,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",2.2243,3.5,5.0,2022
734,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",2.1852,3.4,4.8,2023
735,13,P,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.2207,1.8,2.2,2016
735, 13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.2428,1.8,2.2,2017
735,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.3082,1.8,2.2,2018
735,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.3650,1.8,2.1,2019
735,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.3742,1.7,2.0,2020
735,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",1.4135,1.7,2.0,2021
735,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",1.4136,1.7,2.0,2022
735,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",1.2722,1.7,2.0,2023
736,13,P,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,4.3286,9.9,12.3,2016
736, 13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,4.1739,9.6,11.7,2017
736,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,3.9277,9.2,11.4,2018
736,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,4.0306,8.9,11.6,2019
736,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,4.3209,8.4,11.1,2020
736,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,4.2582,8.4,10.5,2021
736,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,4.2607,8.4,10.5,2022
736,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,4.2652,8.0,10.6,2023
737,13,P,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,2.0037,5.1,5.9,2016
737, 13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,1.9513,4.9,5.7,2017
737,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,1.9597,4.8,5.6,2018
737,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,2.0314,4.6,5.4,2019
737,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,1.9871,4.2,5.0,2020
737,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,2.0582,4.2,4.9,2021
737,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,2.0581,4.2,4.9,2022
737,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,2.0235,4.0,4.7,2023
738,13,P,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.3498,3.0,3.4,2016
738, 13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.3956,3.0,3.4,2017
738,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.3936,2.8,3.2,2018
738,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.3923,2.8,3.1,2019
738,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.3789,2.7,3.1,2020
738,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.4766,2.6,2.9,2021
738,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.4759,2.6,2.9,2022
738,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.4038,2.3,2.6,2023
739,13,P,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.4082,6.6,9.0,2016
739, 13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.4992,7.0,9.3,2017
739,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.5413,6.8,9.4,2018
739,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.5977,6.6,9.4,2019
739,13,SURG,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.7445,6.6,9.6,2020
739,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,3.8217,6.6,9.5,2021
739,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,3.8240,6.6,9.5,2022
739,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,3.9023,6.5,9.5,2023
740,13,P,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.6920,3.3,4.2,2016
740, 13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.7059,3.2,4.2,2017
740,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.7214,3.1,4,2018
740,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.7429,3.0,4.0,2019
740,13,SURG,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.7849,2.9,3.9,2020
740,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,1.8000,2.8,3.7,2021
740,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,1.8016,2.8,3.7,2022
740,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,1.8024,2.7,3.5,2023
741,13,P,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.1973,1.8,2.2,2016
741, 13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.2358,1.8,2.1,2017
741,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.2644,1.8,2.1,2018
741,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.3278,1.7,2.0,2019
741,13,SURG,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.3295,1.6,2.0,2020
741,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.2795,1.6,1.9,2021
741,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.2799,1.6,1.9,2022
741,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.3129,1.6,1.9,2023
742,13,P,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.5586,3.0,4.0,2016
742, 13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.6087,3.1,4.1,2017
742,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.6389,3.1,4,2018
742,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.7140,3.0,3.9,2019
742,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.6895,2.9,3.8,2020
742,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,1.7170,2.8,3.8,2021
742,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,1.7181,2.8,3.8,2022
742,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,1.8021,2.8,3.9,2023
743,13,P,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,1.0090,1.8,2.0,2016
743, 13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,1.0167,1.8,2.0,2017
743,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,1.0745,1.8,2,2018
743,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,1.1156,1.8,2.0,2019
743,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,1.1485,1.7,1.9,2020
743,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,1.1323,1.7,1.9,2021
743,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,1.1328,1.7,1.9,2022
743,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,1.1706,1.6,1.8,2023
744,13,P,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.6851,4.1,5.8,2016
744, 13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.6717,4.0,5.4,2017
744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.6994,4.3,5.7,2018
744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.6903,4.1,5.6,2019
744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.7405,4.2,5.8,2020
744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",1.7940,4.4,5.9,2021
744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",1.7954,4.4,5.9,2022
744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",1.8983,4.4,6.2,2023
745,13,P,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",0.9719,2.0,2.4,2016
745, 13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",1.0593,2.2,2.5,2017
745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",1.0601,2.2,2.6,2018
745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",1.0694,2.1,2.6,2019
745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",1.0653,2.0,2.4,2020
745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",1.1705,2.2,2.6,2021
745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",1.1700,2.2,2.6,2022
745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",1.1508,2.0,2.5,2023
746,13,P,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.4628,3.3,4.8,2016
746, 13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.4750,3.4,4.8,2017
746,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.6343,3.6,5.1,2018
746,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.6777,3.5,5.1,2019
746,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.6310,3.3,5.0,2020
746,13,SURG,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",1.6094,3.2,4.9,2021
746,13,SURG,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",1.6115,3.2,4.9,2022
746,13,SURG,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",1.5634,3.3,4.9,2023
747,13,P,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.9099,1.6,1.9,2016
747, 13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.9364,1.6,2.0,2017
747,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.9222,1.6,2,2018
747,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.9582,1.6,2.0,2019
747,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.9322,1.6,1.9,2020
747,13,SURG,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",0.9380,1.5,1.8,2021
