MS_DRG_TYPE,MS_DRG_CAT,MS_DRG_CAT_DESC,MS_DRG_GRP,MS_DRG_GRP_DESC,MS_DRG,MS_DRG_DESC,BUNDLE_NAME,Weights,Geometric_mean_LOS,Arithmetic_mean_LOS,VERSION,EFFECTIVE_DATE,TERMINATION_DATE,BPCIA,CJ_PERINATAL,KCC,PPI_IP_PROC,PPI_IOP_PROC,PPI_IOP_MJRLE,PPI_OP_PROC,PPI_PR_PROC,PPI_IP_MED,PPI_CH_MED,PPI_AC_MED,PPI_CHEMO,PPI_PERINATAL
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,335,PERITONEAL ADHESIOLYSIS,336,PERITONEAL ADHESIOLYSIS WITH CC,Peritoneal adhesiolysis,2.3397,6.5,7.9,,,,, ,,P36,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,335,PERITONEAL ADHESIOLYSIS,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,Peritoneal adhesiolysis,1.6182,4,5,,,,, ,,P36,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,338,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG,338,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,Appendectomy,2.7639,6.5,8.2,,,,, ,,,P33,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,338,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,Appendectomy,1.7051,4.3,5.3,,,,, ,,,P33,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,338,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,Appendectomy,1.1998,2.5,3,,,,, ,,,P33,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,341,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG,341,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,Appendectomy,2.488,4.6,6.4,,,,, ,,,P33,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,341,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,Appendectomy,1.4882,2.8,3.7,,,,, ,,,P33,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,341,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,Appendectomy,1.0557,1.7,2.1,,,,, ,,,P33,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,344,MINOR SMALL & LARGE BOWEL PROCEDURES,344,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,Other digestive system procedures,2.7528,7.2,9.6,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,344,MINOR SMALL & LARGE BOWEL PROCEDURES,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,Other digestive system procedures,1.5613,4.5,5.7,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,344,MINOR SMALL & LARGE BOWEL PROCEDURES,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,Other digestive system procedures,1.1007,3.2,3.7,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,347,ANAL & STOMAL PROCEDURES,347,ANAL AND STOMAL PROCEDURES WITH MCC,Other digestive system procedures,2.6296,6.3,8.4,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,347,ANAL & STOMAL PROCEDURES,348,ANAL AND STOMAL PROCEDURES WITH CC,Other digestive system procedures,1.4123,3.7,4.8,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,347,ANAL & STOMAL PROCEDURES,349,ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC,Other digestive system procedures,1.0148,2.5,3,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,350,INGUINAL & FEMORAL HERNIA PROCEDURES,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,Repair inguinal hernia,2.4607,5.2,7.1,,,,, ,,,P37,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,350,INGUINAL & FEMORAL HERNIA PROCEDURES,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,Repair inguinal hernia,1.4892,3.4,4.3,,,,, ,,,P37,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,350,INGUINAL & FEMORAL HERNIA PROCEDURES,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,Repair inguinal hernia,1.0374,2.1,2.5,,,,, ,,,P37,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,Repair ventral hernia,3.0099,6.2,8.1,,,,, ,,,P38,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,Repair ventral hernia,1.7238,3.9,4.8,,,,, ,,,P38,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,Repair ventral hernia,1.3206,2.6,3.1,,,,, ,,,P38,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,Other digestive system procedures,3.8061,7.8,10.5,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,Other digestive system procedures,2.1,4.8,6.1,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,Other digestive system procedures,1.4085,2.9,3.7,,,,, ,,P35,,,B,,,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,368,MAJOR ESOPHAGEAL DISORDERS,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,"Major esophageal, gastrointestinal disorders & peritoneal infections",1.8372,4.6,6.1,,,,,,,,,,,,M041,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,368,MAJOR ESOPHAGEAL DISORDERS,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,"Major esophageal, gastrointestinal disorders & peritoneal infections",1.0878,3.2,3.9,,,,,,,,,,,,M041,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,368,MAJOR ESOPHAGEAL DISORDERS,370,MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC,"Major esophageal, gastrointestinal disorders & peritoneal infections",0.747,2.3,2.8,,,,,,,,,,,,M041,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,"Major esophageal, gastrointestinal disorders & peritoneal infections",1.7244,5.5,7.1,,,,,,,,,,,,M041,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,"Major esophageal, gastrointestinal disorders & peritoneal infections",1.059,4.1,5,,,,,,,,,,,,M041,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,"Major esophageal, gastrointestinal disorders & peritoneal infections",0.7622,3.2,3.8,,,,,,,,,,,,M041,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,374,DIGESTIVE MALIGNANCY,374,DIGESTIVE MALIGNANCY WITH MCC,Digestive malignancy,2.0014,5.6,7.6,,,,X,,,X,X,X,X,X,X,X,X,,X
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,374,DIGESTIVE MALIGNANCY,375,DIGESTIVE MALIGNANCY WITH CC,Digestive malignancy,1.2347,3.8,5,,,,X,,,X,X,X,X,X,X,X,X,,X
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,374,DIGESTIVE MALIGNANCY,376,DIGESTIVE MALIGNANCY WITHOUT CC/MCC,Digestive malignancy,0.9401,2.6,3.2,,,,X,,,X,X,X,X,X,X,X,X,,X
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,377,G.I. HEMORRHAGE,377,G.I. HEMORRHAGE WITH MCC,Gastrointestinal hemorrhage,1.714,4.5,5.7,,,,M,,,,,,,,M043,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,377,G.I. HEMORRHAGE,378,G.I. HEMORRHAGE WITH CC,Gastrointestinal hemorrhage,0.9703,3.1,3.6,,,,M,,,,,,,,M043,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,377,G.I. HEMORRHAGE,379,G.I. HEMORRHAGE WITHOUT CC/MCC,Gastrointestinal hemorrhage,0.6446,2.2,2.5,,,,M,,,,,,,,M043,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,380,COMPLICATED PEPTIC ULCER,380,COMPLICATED PEPTIC ULCER WITH MCC,Peptic ulcer,1.8968,5.1,6.7,,,,,,,,,,,,M044,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,380,COMPLICATED PEPTIC ULCER,381,COMPLICATED PEPTIC ULCER WITH CC,Peptic ulcer,1.0781,3.4,4.1,,,,,,,,,,,,M044,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,380,COMPLICATED PEPTIC ULCER,382,COMPLICATED PEPTIC ULCER WITHOUT CC/MCC,Peptic ulcer,0.8032,2.5,3,,,,,,,,,,,,M044,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,383,UNCOMPLICATED PEPTIC ULCER,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,Peptic ulcer,1.3448,3.9,5,,,,,,,,,,,,M044,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,383,UNCOMPLICATED PEPTIC ULCER,384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,Peptic ulcer,0.8765,2.7,3.3,,,,,,,,,,,,M044,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,385,INFLAMMATORY BOWEL DISEASE,385,INFLAMMATORY BOWEL DISEASE WITH MCC,Inflammatory bowel disease,1.6533,5.4,7.2,,,,h,,,,,,,,M045,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,385,INFLAMMATORY BOWEL DISEASE,386,INFLAMMATORY BOWEL DISEASE WITH CC,Inflammatory bowel disease,0.9619,3.6,4.4,,,,h,,,,,,,,M045,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,385,INFLAMMATORY BOWEL DISEASE,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,Inflammatory bowel disease,0.7348,2.8,3.4,,,,h,,,,,,,,M045,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,388,G.I. OBSTRUCTION,388,G.I. OBSTRUCTION WITH MCC,Gastrointestinal obstruction,1.5239,4.9,6.4,,,,N,,,,,,,,M046,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,388,G.I. OBSTRUCTION,389,G.I. OBSTRUCTION WITH CC,Gastrointestinal obstruction,0.8536,3.4,4.1,,,,N,,,,,,,,M046,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,388,G.I. OBSTRUCTION,390,G.I. OBSTRUCTION WITHOUT CC/MCC,Gastrointestinal obstruction,0.5966,2.6,3,,,,N,,,,,,,,M046,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC","Esophagitis, gastroenteritis and other digestive disorders",1.235,3.8,5,,,,,,,,,,,,M047,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC","Esophagitis, gastroenteritis and other digestive disorders",0.7593,2.7,3.3,,,,,,,,,,,,M047,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,393,OTHER DIGESTIVE SYSTEM DIAGNOSES,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,Other digestive system diagnoses,1.6408,4.6,6.3,,,,,,,,,,,,M048,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,393,OTHER DIGESTIVE SYSTEM DIAGNOSES,394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,Other digestive system diagnoses,0.9431,3.2,4.1,,,,,,,,,,,,M048,,,,
M,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,393,OTHER DIGESTIVE SYSTEM DIAGNOSES,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,Other digestive system diagnoses,0.6746,2.4,2.9,,,,,,,,,,,,M048,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,405,"PANCREAS, LIVER & SHUNT PROCEDURES",405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC","Pancreas, liver & shunt procedures",5.2874,9.9,13.1,,,,, ,,P42,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,405,"PANCREAS, LIVER & SHUNT PROCEDURES",406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC","Pancreas, liver & shunt procedures",2.7958,5.7,7.1,,,,, ,,P42,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,405,"PANCREAS, LIVER & SHUNT PROCEDURES",407,"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC","Pancreas, liver & shunt procedures",2.0185,4.1,4.8,,,,, ,,P42,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,408,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E.,408,BILIARY TRACT PROCEDURE EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,Other hepatobiliary or pancreas procedures,3.9469,9.2,11.8,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,408,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E.,409,BILIARY TRACT PROCEDURE EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,Other hepatobiliary or pancreas procedures,2.3305,6,7.2,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,408,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E.,410,BILIARY TRACT PROCEDURE EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/MCC,Other hepatobiliary or pancreas procedures,1.7283,4.2,4.8,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,411,CHOLECYSTECTOMY W C.D.E.,411,CHOLECYSTECTOMY WITH C.D.E. WITH MCC,Cholecystectomy,3.2984,7.8,9.5,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,411,CHOLECYSTECTOMY W C.D.E.,412,CHOLECYSTECTOMY WITH C.D.E. WITH CC,Cholecystectomy,2.3743,5.5,6.7,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,411,CHOLECYSTECTOMY W C.D.E.,413,CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,Cholecystectomy,1.6865,3.6,4.3,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E.,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,Cholecystectomy,3.5468,8.1,10,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E.,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,Cholecystectomy,2.021,5.3,6.2,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E.,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,Cholecystectomy,1.4023,3.4,3.9,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E.,417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,Cholecystectomy,2.3912,5.4,6.7,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E.,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,Cholecystectomy,1.6662,3.8,4.5,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E.,419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,Cholecystectomy,1.3052,2.5,3,,,,, ,,,P40,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,Other hepatobiliary or pancreas procedures,4.0583,8.1,11.5,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES,421,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,Other hepatobiliary or pancreas procedures,1.8838,4.2,5.6,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES,422,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITHOUT CC/MCC,Other hepatobiliary or pancreas procedures,1.5569,3.1,3.8,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,Other hepatobiliary or pancreas procedures,3.787,8.5,11.6,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES,424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH CC,Other hepatobiliary or pancreas procedures,2.2354,5.9,7.7,,,,, ,,P41,,,,,,,,,
P,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES,425,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITHOUT CC/MCC,Other hepatobiliary or pancreas procedures,1.6028,3.6,4.3,,,,, ,,P41,,,,,,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,432,CIRRHOSIS & ALCOHOLIC HEPATITIS,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,Cirrhosis & alcoholic hepatitis,1.8004,4.8,6.5,,,,,,,,,,,,M049,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,432,CIRRHOSIS & ALCOHOLIC HEPATITIS,433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,Cirrhosis & alcoholic hepatitis,1.0214,3.4,4.3,,,,,,,,,,,,M049,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,432,CIRRHOSIS & ALCOHOLIC HEPATITIS,434,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITHOUT CC/MCC,Cirrhosis & alcoholic hepatitis,0.6282,2.3,2.7,,,,,,,,,,,,M049,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,Malignancy of hepatobiliary system or pancreas,1.6702,4.9,6.4,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,Malignancy of hepatobiliary system or pancreas,1.1354,3.6,4.7,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS,437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITHOUT CC/MCC,Malignancy of hepatobiliary system or pancreas,0.9093,2.6,3.3,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,Disorders of pancreas except malignancy,1.6593,4.8,6.5,,,,,,,,,,,,M051,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,Disorders of pancreas except malignancy,0.8741,3.3,4.1,,,,,,,,,,,,M051,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,Disorders of pancreas except malignancy,0.6381,2.5,3,,,,,,,,,,,,M051,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA",441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC","Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis",1.8159,4.7,6.5,,,,d,,,,,,,,M052,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA",442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC","Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis",0.9394,3.3,4.1,,,,d,,,,,,,,M052,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA",443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC","Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis",0.6787,2.5,3,,,,d,,,,,,,,M052,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,444,DISORDERS OF THE BILIARY TRACT,444,DISORDERS OF THE BILIARY TRACT WITH MCC,Disorders of the biliary tract,1.5997,4.4,5.8,,,,,,,,,,,,M053,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,444,DISORDERS OF THE BILIARY TRACT,445,DISORDERS OF THE BILIARY TRACT WITH CC,Disorders of the biliary tract,1.0581,3.2,3.9,,,,,,,,,,,,M053,,,,
M,7,DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS,444,DISORDERS OF THE BILIARY TRACT,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,Disorders of the biliary tract,0.7916,2.3,2.8,,,,,,,,,,,,M053,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION WITH MCC,Spinal fusion,9.7411,7.6,9.8,,,,k, ,,,P63,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION,454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION WITH CC,Spinal fusion,6.4968,4.1,4.8,,,,k, ,,,P63,,,,,,,,
