HCPCS/CPT Code	Short Description	In CY2019 Included List?	In CY2020 Included List?	Footnote
64590	Insrt/redo pn/gastr stimul	yes	yes	
64595	Revise/rmv pn/gastr stimul	yes	yes	
64600	Injection treatment of nerve	yes	yes	
64605	Injection treatment of nerve	yes	yes	
64610	Injection treatment of nerve	yes	yes	
64611	Chemodenerv saliv glands	yes	yes	
64612	Destroy nerve face muscle	yes	yes	
64615	Chemodenerv musc migraine	yes	yes	
64616	Chemodenerv musc neck dyston	yes	yes	
64617	Chemodener muscle larynx emg	yes	yes	
64620	Injection treatment of nerve	yes	yes	
64624	Dstrj nulyt agt gnclr nrv	N/A	yes	
64625	Rf abltj nrv nrvtg si jt	N/A	yes	
64630	Injection treatment of nerve	yes	yes	
64632	N block inj common digit	yes	yes	
64633	Destroy cerv/thor facet jnt	yes	yes	
64635	Destroy lumb/sac facet jnt	yes	yes	
64640	Injection treatment of nerve	yes	yes	
64642	Chemodenerv 1 extremity 1-4	yes	yes	
64644	Chemodenerv 1 extrem 5/> mus	yes	yes	
64646	Chemodenerv trunk musc 1-5	yes	yes	
64647	Chemodenerv trunk musc 6/>	yes	yes	
64650	Chemodenerv eccrine glands	yes	yes	
64653	Chemodenerv eccrine glands	yes	yes	
64680	Injection treatment of nerve	yes	yes	
64681	Injection treatment of nerve	yes	yes	
64702	Revise finger/toe nerve	yes	yes	
64704	Revise hand/foot nerve	yes	yes	
64708	Revise arm/leg nerve	yes	yes	
64712	Revision of sciatic nerve	yes	yes	
64713	Revision of arm nerve(s)	yes	yes	
64714	Revise low back nerve(s)	yes	yes	
64716	Revision of cranial nerve	yes	yes	
64718	Revise ulnar nerve at elbow	yes	yes	
64719	Revise ulnar nerve at wrist	yes	yes	
64721	Carpal tunnel surgery	yes	yes	
64722	Relieve pressure on nerve(s)	yes	yes	
64726	Release foot/toe nerve	yes	yes	
64732	Incision of brow nerve	yes	yes	
64734	Incision of cheek nerve	yes	yes	
64736	Incision of chin nerve	yes	yes	
64738	Incision of jaw nerve	yes	yes	
64740	Incision of tongue nerve	yes	yes	
64742	Incision of facial nerve	yes	yes	
64744	Incise nerve back of head	yes	yes	
64746	Incise diaphragm nerve	yes	yes	
64755	Incision of stomach nerves	yes	yes	
64760	Incision of vagus nerve	yes	yes	
64763	Incise hip/thigh nerve	yes	yes	
64766	Incise hip/thigh nerve	yes	yes	
64771	Sever cranial nerve	yes	yes	
64772	Incision of spinal nerve	yes	yes	
64774	Remove skin nerve lesion	yes	yes	
64776	Remove digit nerve lesion	yes	yes	
64782	Remove limb nerve lesion	yes	yes	
64784	Remove nerve lesion	yes	yes	
64786	Remove sciatic nerve lesion	yes	yes	
64788	Remove skin nerve lesion	yes	yes	
64790	Removal of nerve lesion	yes	yes	
64792	Removal of nerve lesion	yes	yes	
64802	Sympathectomy cervical	yes	yes	
64804	Remove sympathetic nerves	yes	yes	
64809	Remove sympathetic nerves	yes	yes	
64818	Remove sympathetic nerves	yes	yes	
64820	Sympathectomy digital artery	yes	yes	
64821	Remove sympathetic nerves	yes	yes	
64822	Remove sympathetic nerves	yes	yes	
64823	Sympathectomy supfc palmar	yes	yes	
64831	Repair of digit nerve	yes	yes	
64834	Repair of hand or foot nerve	yes	yes	
64835	Repair of hand or foot nerve	yes	yes	
64836	Repair of hand or foot nerve	yes	yes	
64840	Repair of leg nerve	yes	yes	
64856	Repair/transpose nerve	yes	yes	
64857	Repair arm/leg nerve	yes	yes	
64858	Repair sciatic nerve	yes	yes	
64861	Repair of arm nerves	yes	yes	
64862	Repair of low back nerves	yes	yes	
64864	Repair of facial nerve	yes	yes	
64865	Repair of facial nerve	yes	yes	
64866	Fusion of facial/other nerve	yes	yes	
64868	Fusion of facial/other nerve	yes	yes	
64885	Nerve graft head/neck </4 cm	yes	yes	
64886	Nerve graft head/neck >4 cm	yes	yes	
64890	Nerve graft hand/foot </4 cm	yes	yes	
64891	Nerve graft hand/foot >4 cm	yes	yes	
64892	Nerve graft arm/leg <4 cm	yes	yes	
64893	Nerve graft arm/leg >4 cm	yes	yes	
64895	Nerve graft hand/foot </4 cm	yes	yes	
64896	Nerve graft hand/foot >4 cm	yes	yes	
64897	Nerve graft arm/leg </4 cm	yes	yes	
64898	Nerve graft arm/leg >4 cm	yes	yes	
64905	Nerve pedicle transfer	yes	yes	
64907	Nerve pedicle transfer	yes	yes	
64910	Nerve repair w/allograft	yes	yes	
64911	Neurorraphy w/vein autograft	yes	yes	
64912	Nrv rpr w/nrv algrft 1st	yes	yes	
64999	Nervous system surgery	yes	yes	
65091	Revise eye	yes	yes	
65093	Revise eye with implant	yes	yes	
65101	Removal of eye	yes	yes	
65103	Remove eye/insert implant	yes	yes	
65105	Remove eye/attach implant	yes	yes	
65110	Removal of eye	yes	yes	
65112	Remove eye/revise socket	yes	yes	
65114	Remove eye/revise socket	yes	yes	
65125	Revise ocular implant	yes	yes	
65130	Insert ocular implant	yes	yes	
65135	Insert ocular implant	yes	yes	
65140	Attach ocular implant	yes	yes	
65150	Revise ocular implant	yes	yes	
65155	Reinsert ocular implant	yes	yes	
65175	Removal of ocular implant	yes	yes	
65205	Remove foreign body from eye	yes	yes	
65210	Remove foreign body from eye	yes	yes	
65220	Remove foreign body from eye	yes	yes	
65222	Remove foreign body from eye	yes	yes	
65235	Remove foreign body from eye	yes	yes	
65260	Remove foreign body from eye	yes	yes	
65265	Remove foreign body from eye	yes	yes	
65270	Repair of eye wound	yes	yes	
65272	Repair of eye wound	yes	yes	
65273	Repair of eye wound	yes	yes	
65275	Repair of eye wound	yes	yes	
65280	Repair of eye wound	yes	yes	
65285	Repair of eye wound	yes	yes	
65286	Repair of eye wound	yes	yes	
65290	Repair of eye socket wound	yes	yes	
65400	Removal of eye lesion	yes	yes	
65420	Removal of eye lesion	yes	yes	
65426	Removal of eye lesion	yes	yes	
65430	Corneal smear	yes	yes	
65435	Curette/treat cornea	yes	yes	
65436	Curette/treat cornea	yes	yes	
65450	Treatment of corneal lesion	yes	yes	
65600	Revision of cornea	yes	yes	
65710	Corneal transplant	yes	yes	
65730	Corneal transplant	yes	yes	
65750	Corneal transplant	yes	yes	
65755	Corneal transplant	yes	yes	
65756	Corneal trnspl endothelial	yes	yes	
65760	Revision of cornea	yes	yes	
65765	Revision of cornea	yes	yes	
65767	Corneal tissue transplant	yes	yes	
65770	Revise cornea with implant	yes	yes	
65771	Radial keratotomy	yes	yes	
65772	Correction of astigmatism	yes	yes	
65775	Correction of astigmatism	yes	yes	
65778	Cover eye w/membrane	yes	yes	
65779	Cover eye w/membrane suture	yes	yes	
65780	Ocular reconst transplant	yes	yes	
65781	Ocular reconst transplant	yes	yes	
65782	Ocular reconst transplant	yes	yes	
65785	Impltj ntrstrml crnl rng seg	yes	yes	
65800	Drainage of eye	yes	yes	
65810	Drainage of eye	yes	yes	
65815	Drainage of eye	yes	yes	
65820	Relieve inner eye pressure	yes	yes	
65850	Incision of eye	yes	yes	
65855	Trabeculoplasty laser surg	yes	yes	
65860	Incise inner eye adhesions	yes	yes	
65865	Incise inner eye adhesions	yes	yes	
65870	Incise inner eye adhesions	yes	yes	
65875	Incise inner eye adhesions	yes	yes	
65880	Incise inner eye adhesions	yes	yes	
65900	Remove eye lesion	yes	yes	
65920	Remove implant of eye	yes	yes	
65930	Remove blood clot from eye	yes	yes	
66020	Injection treatment of eye	yes	yes	
66030	Injection treatment of eye	yes	yes	
66130	Remove eye lesion	yes	yes	
66150	Glaucoma surgery	yes	yes	
66155	Glaucoma surgery	yes	yes	
66160	Glaucoma surgery	yes	yes	
66170	Glaucoma surgery	yes	yes	
66172	Incision of eye	yes	yes	
66174	Translum dil eye canal	yes	yes	
66175	Trnslum dil eye canal w/stnt	yes	yes	
66179	Aqueous shunt eye w/o graft	yes	yes	
66180	Aqueous shunt eye w/graft	yes	yes	
66183	Insert ant drainage device	yes	yes	
66184	Revision of aqueous shunt	yes	yes	
66185	Revise aqueous shunt eye	yes	yes	
66225	Repair/graft eye lesion	yes	yes	
66250	Follow-up surgery of eye	yes	yes	
66500	Incision of iris	yes	yes	
66505	Incision of iris	yes	yes	
66600	Remove iris and lesion	yes	yes	
66605	Removal of iris	yes	yes	
66625	Removal of iris	yes	yes	
66630	Removal of iris	yes	yes	
66635	Removal of iris	yes	yes	
66680	Repair iris & ciliary body	yes	yes	
66682	Repair iris & ciliary body	yes	yes	
66700	Destruction ciliary body	yes	yes	
66710	Ciliary transsleral therapy	yes	yes	
66711	Ecp ciliary body destruction	yes	yes	
66720	Destruction ciliary body	yes	yes	
66740	Destruction ciliary body	yes	yes	
66761	Revision of iris	yes	yes	
66762	Revision of iris	yes	yes	
66770	Removal of inner eye lesion	yes	yes	
66820	Incision secondary cataract	yes	yes	
66821	After cataract laser surgery	yes	yes	
66825	Reposition intraocular lens	yes	yes	
66830	Removal of lens lesion	yes	yes	
66840	Removal of lens material	yes	yes	
66850	Removal of lens material	yes	yes	
66852	Removal of lens material	yes	yes	
66920	Extraction of lens	yes	yes	
66930	Extraction of lens	yes	yes	
66940	Extraction of lens	yes	yes	
66982	Xcapsl ctrc rmvl cplx wo ecp	yes	yes	
66983	Cataract surg w/iol 1 stage	yes	yes	
66984	Xcapsl ctrc rmvl w/o ecp	yes	yes	
66985	Insert lens prosthesis	yes	yes	
66986	Exchange lens prosthesis	yes	yes	
66987	Xcapsl ctrc rmvl cplx w/ecp	N/A	yes	
66988	Xcapsl ctrc rmvl w/ecp	N/A	yes	
66999	Eye surgery procedure	yes	yes	
67005	Partial removal of eye fluid	yes	yes	
67010	Partial removal of eye fluid	yes	yes	
67015	Release of eye fluid	yes	yes	
67025	Replace eye fluid	yes	yes	
67027	Implant eye drug system	yes	yes	
67028	Injection eye drug	yes	yes	
67030	Incise inner eye strands	yes	yes	
67031	Laser surgery eye strands	yes	yes	
67036	Removal of inner eye fluid	yes	yes	
67039	Laser treatment of retina	yes	yes	
67040	Laser treatment of retina	yes	yes	
67041	Vit for macular pucker	yes	yes	
67042	Vit for macular hole	yes	yes	
67043	Vit for membrane dissect	yes	yes	
67101	Repair detached retina crtx	yes	yes	
67105	Repair detached retina pc	yes	yes	
67107	Repair detached retina	yes	yes	
67108	Repair detached retina	yes	yes	
67110	Repair detached retina	yes	yes	
67113	Repair retinal detach cplx	yes	yes	
67115	Release encircling material	yes	yes	
67120	Remove eye implant material	yes	yes	
67121	Remove eye implant material	yes	yes	
67141	Treatment of retina	yes	yes	
67145	Treatment of retina	yes	yes	
67208	Treatment of retinal lesion	yes	yes	
67210	Treatment of retinal lesion	yes	yes	
67218	Treatment of retinal lesion	yes	yes	
67220	Treatment of choroid lesion	yes	yes	
67221	Ocular photodynamic ther	yes	yes	
67227	Dstrj extensive retinopathy	yes	yes	
67228	Treatment x10sv retinopathy	yes	yes	
67229	Tr retinal les preterm inf	yes	yes	
67250	Reinforce eye wall	yes	yes	
67255	Reinforce/graft eye wall	yes	yes	
67299	Eye surgery procedure	yes	yes	
67311	Revise eye muscle	yes	yes	
67312	Revise two eye muscles	yes	yes	
67314	Revise eye muscle	yes	yes	
67316	Revise two eye muscles	yes	yes	
67318	Revise eye muscle(s)	yes	yes	
67343	Release eye tissue	yes	yes	
67345	Destroy nerve of eye muscle	yes	yes	
67399	Unlisted px extraocular musc	yes	yes	
67400	Explore/biopsy eye socket	yes	yes	
67405	Explore/drain eye socket	yes	yes	
67412	Explore/treat eye socket	yes	yes	
67413	Explore/treat eye socket	yes	yes	
67414	Explr/decompress eye socket	yes	yes	
67415	Aspiration orbital contents	yes	yes	
67420	Explore/treat eye socket	yes	yes	
67430	Explore/treat eye socket	yes	yes	
67440	Explore/drain eye socket	yes	yes	
67445	Explr/decompress eye socket	yes	yes	
67450	Explore/biopsy eye socket	yes	yes	
67500	Inject/treat eye socket	yes	yes	
67505	Inject/treat eye socket	yes	yes	
67515	Inject/treat eye socket	yes	yes	
67550	Insert eye socket implant	yes	yes	
67560	Revise eye socket implant	yes	yes	
67570	Decompress optic nerve	yes	yes	
67599	Orbit surgery procedure	yes	yes	
67700	Drainage of eyelid abscess	yes	yes	
67710	Incision of eyelid	yes	yes	
67715	Incision of eyelid fold	yes	yes	
67800	Remove eyelid lesion	yes	yes	
67801	Remove eyelid lesions	yes	yes	
67805	Remove eyelid lesions	yes	yes	
67808	Remove eyelid lesion(s)	yes	yes	
67820	Revise eyelashes	yes	yes	
67825	Revise eyelashes	yes	yes	
67830	Revise eyelashes	yes	yes	
67835	Revise eyelashes	yes	yes	
67840	Remove eyelid lesion	yes	yes	
67850	Treat eyelid lesion	yes	yes	
67875	Closure of eyelid by suture	yes	yes	
67880	Revision of eyelid	yes	yes	
67882	Revision of eyelid	yes	yes	
67900	Repair brow defect	yes	yes	
67901	Repair eyelid defect	yes	yes	
67902	Repair eyelid defect	yes	yes	
67903	Repair eyelid defect	yes	yes	
67904	Repair eyelid defect	yes	yes	
67906	Repair eyelid defect	yes	yes	
67908	Repair eyelid defect	yes	yes	
67909	Revise eyelid defect	yes	yes	
67911	Revise eyelid defect	yes	yes	
67912	Correction eyelid w/implant	yes	yes	
67914	Repair eyelid defect	yes	yes	
67915	Repair eyelid defect	yes	yes	
67916	Repair eyelid defect	yes	yes	
67917	Repair eyelid defect	yes	yes	
67921	Repair eyelid defect	yes	yes	
67922	Repair eyelid defect	yes	yes	
67923	Repair eyelid defect	yes	yes	
67924	Repair eyelid defect	yes	yes	
67930	Repair eyelid wound	yes	yes	
67935	Repair eyelid wound	yes	yes	
67938	Remove eyelid foreign body	yes	yes	
67950	Revision of eyelid	yes	yes	
67961	Revision of eyelid	yes	yes	
67966	Revision of eyelid	yes	yes	
67971	Reconstruction of eyelid	yes	yes	
67973	Reconstruction of eyelid	yes	yes	
67974	Reconstruction of eyelid	yes	yes	
67975	Reconstruction of eyelid	yes	yes	
67999	Revision of eyelid	yes	yes	
68020	Incise/drain eyelid lining	yes	yes	
68040	Treatment of eyelid lesions	yes	yes	
68110	Remove eyelid lining lesion	yes	yes	
68115	Remove eyelid lining lesion	yes	yes	
68130	Remove eyelid lining lesion	yes	yes	
68135	Remove eyelid lining lesion	yes	yes	
68200	Treat eyelid by injection	yes	yes	
68320	Revise/graft eyelid lining	yes	yes	
68325	Revise/graft eyelid lining	yes	yes	
68326	Revise/graft eyelid lining	yes	yes	
68328	Revise/graft eyelid lining	yes	yes	
68330	Revise eyelid lining	yes	yes	
68335	Revise/graft eyelid lining	yes	yes	
68340	Separate eyelid adhesions	yes	yes	
68360	Revise eyelid lining	yes	yes	
68362	Revise eyelid lining	yes	yes	
68371	Harvest eye tissue alograft	yes	yes	
68399	Eyelid lining surgery	yes	yes	
68400	Incise/drain tear gland	yes	yes	
68420	Incise/drain tear sac	yes	yes	
68440	Incise tear duct opening	yes	yes	
68500	Removal of tear gland	yes	yes	
68505	Partial removal tear gland	yes	yes	
68520	Removal of tear sac	yes	yes	
68530	Clearance of tear duct	yes	yes	
68540	Remove tear gland lesion	yes	yes	
68550	Remove tear gland lesion	yes	yes	
68700	Repair tear ducts	yes	yes	
68705	Revise tear duct opening	yes	yes	
68720	Create tear sac drain	yes	yes	
68745	Create tear duct drain	yes	yes	
68750	Create tear duct drain	yes	yes	
68760	Close tear duct opening	yes	yes	
68761	Close tear duct opening	yes	yes	
68770	Close tear system fistula	yes	yes	
68801	Dilate tear duct opening	yes	yes	
68810	Probe nasolacrimal duct	yes	yes	
68811	Probe nasolacrimal duct	yes	yes	
68815	Probe nasolacrimal duct	yes	yes	
68816	Probe nl duct w/balloon	yes	yes	
68840	Explore/irrigate tear ducts	yes	yes	
68899	Tear duct system surgery	yes	yes	
69000	Drain external ear lesion	yes	yes	
69005	Drain external ear lesion	yes	yes	
69020	Drain outer ear canal lesion	yes	yes	
69090	Pierce earlobes	yes	yes	
69110	Remove external ear partial	yes	yes	
69120	Removal of external ear	yes	yes	
69140	Remove ear canal lesion(s)	yes	yes	
69145	Remove ear canal lesion(s)	yes	yes	
69150	Extensive ear canal surgery	yes	yes	
69155	Extensive ear/neck surgery	yes	yes	
69200	Clear outer ear canal	yes	yes	
69205	Clear outer ear canal	yes	yes	
69209	Remove impacted ear wax uni	yes	yes	
69210	Remove impacted ear wax uni	yes	yes	
69220	Clean out mastoid cavity	yes	yes	
69222	Clean out mastoid cavity	yes	yes	
69300	Revise external ear	yes	yes	
69310	Rebuild outer ear canal	yes	yes	
69320	Rebuild outer ear canal	yes	yes	
69399	Outer ear surgery procedure	yes	yes	
69420	Incision of eardrum	yes	yes	
69421	Incision of eardrum	yes	yes	
69424	Remove ventilating tube	yes	yes	
69433	Create eardrum opening	yes	yes	
69436	Create eardrum opening	yes	yes	
69440	Exploration of middle ear	yes	yes	
69450	Eardrum revision	yes	yes	
69501	Mastoidectomy	yes	yes	
69502	Mastoidectomy	yes	yes	
69505	Remove mastoid structures	yes	yes	
69511	Extensive mastoid surgery	yes	yes	
69530	Extensive mastoid surgery	yes	yes	
69535	Remove part of temporal bone	yes	yes	
69540	Remove ear lesion	yes	yes	
69550	Remove ear lesion	yes	yes	
69552	Remove ear lesion	yes	yes	
69554	Remove ear lesion	yes	yes	
69601	Mastoid surgery revision	yes	yes	
69602	Mastoid surgery revision	yes	yes	
69603	Mastoid surgery revision	yes	yes	
69604	Mastoid surgery revision	yes	yes	
69605	Mastoid surgery revision	yes	yes	
69610	Repair of eardrum	yes	yes	
69620	Repair of eardrum	yes	yes	
69631	Repair eardrum structures	yes	yes	
69632	Rebuild eardrum structures	yes	yes	
69633	Rebuild eardrum structures	yes	yes	
69635	Repair eardrum structures	yes	yes	
69636	Rebuild eardrum structures	yes	yes	
69637	Rebuild eardrum structures	yes	yes	
69641	Revise middle ear & mastoid	yes	yes	
69642	Revise middle ear & mastoid	yes	yes	
69643	Revise middle ear & mastoid	yes	yes	
69644	Revise middle ear & mastoid	yes	yes	
69645	Revise middle ear & mastoid	yes	yes	
69646	Revise middle ear & mastoid	yes	yes	
69650	Release middle ear bone	yes	yes	
69660	Revise middle ear bone	yes	yes	
69661	Revise middle ear bone	yes	yes	
69662	Revise middle ear bone	yes	yes	
69666	Repair middle ear structures	yes	yes	
69667	Repair middle ear structures	yes	yes	
69670	Remove mastoid air cells	yes	yes	
69676	Remove middle ear nerve	yes	yes	
69700	Close mastoid fistula	yes	yes	
69710	Implant/replace hearing aid	yes	yes	
69711	Remove/repair hearing aid	yes	yes	
69714	Implant temple bone w/stimul	yes	yes	
69715	Temple bne implnt w/stimulat	yes	yes	
69717	Temple bone implant revision	yes	yes	
69718	Revise temple bone implant	yes	yes	
69720	Release facial nerve	yes	yes	
69725	Release facial nerve	yes	yes	
69740	Repair facial nerve	yes	yes	
69745	Repair facial nerve	yes	yes	
69799	Middle ear surgery procedure	yes	yes	
69801	Incise inner ear	yes	yes	
69805	Explore inner ear	yes	yes	
69806	Explore inner ear	yes	yes	
69905	Remove inner ear	yes	yes	
69910	Remove inner ear & mastoid	yes	yes	
69915	Incise inner ear nerve	yes	yes	
69930	Implant cochlear device	yes	yes	
69949	Inner ear surgery procedure	yes	yes	
69950	Incise inner ear nerve	yes	yes	
69955	Release facial nerve	yes	yes	
69960	Release inner ear canal	yes	yes	
69970	Remove inner ear lesion	yes	yes	
69979	Temporal bone surgery	yes	yes	
77261	Radiation therapy planning	yes	yes	
77262	Radiation therapy planning	yes	yes	
77263	Radiation therapy planning	yes	yes	
77280	Set radiation therapy field	yes	yes	
77285	Set radiation therapy field	yes	yes	
77290	Set radiation therapy field	yes	yes	
77295	3-d radiotherapy plan	yes	yes	
77299	Radiation therapy planning	yes	yes	
77300	Radiation therapy dose plan	yes	yes	
77301	Radiotherapy dose plan imrt	yes	yes	
77306	Telethx isodose plan simple	yes	yes	
77307	Telethx isodose plan cplx	yes	yes	
77316	Brachytx isodose plan simple	yes	yes	
77317	Brachytx isodose intermed	yes	yes	
77318	Brachytx isodose complex	yes	yes	
77321	Special teletx port plan	yes	yes	
77331	Special radiation dosimetry	yes	yes	
77371	Srs multisource	yes	yes	
77372	Srs linear based	yes	yes	
77373	Sbrt delivery	yes	yes	
77385	Ntsty modul rad tx dlvr smpl	yes	yes	
77386	Ntsty modul rad tx dlvr cplx	yes	yes	
77399	External radiation dosimetry	yes	yes	
77401	Radiation treatment delivery	yes	yes	
77402	Radiation treatment delivery	yes	yes	
77407	Radiation treatment delivery	yes	yes	
77412	Radiation treatment delivery	yes	yes	
77417	Radiology port images(s)	yes	yes	
77423	Neutron beam tx complex	yes	yes	
77424	Io rad tx delivery by x-ray	yes	yes	
77425	Io rad tx deliver by elctrns	yes	yes	
77427	Radiation tx management x5	yes	yes	
77431	Radiation therapy management	yes	yes	
77432	Stereotactic radiation trmt	yes	yes	
77435	Sbrt management	yes	yes	
77469	Io radiation tx management	yes	yes	
77470	Special radiation treatment	yes	yes	
77499	Radiation therapy management	yes	yes	
77520	Proton trmt simple w/o comp	yes	yes	
77522	Proton trmt simple w/comp	yes	yes	
77523	Proton trmt intermediate	yes	yes	
77525	Proton treatment complex	yes	yes	
77600	Hyperthermia treatment	yes	yes	
77605	Hyperthermia treatment	yes	yes	
77610	Hyperthermia treatment	yes	yes	
77615	Hyperthermia treatment	yes	yes	
77620	Hyperthermia treatment	yes	yes	
77750	Infuse radioactive materials	yes	yes	
77761	Apply intrcav radiat simple	yes	yes	
77762	Apply intrcav radiat interm	yes	yes	
77763	Apply intrcav radiat compl	yes	yes	
77767	Hdr rdncl skn surf brachytx	yes	yes	
77768	Hdr rdncl skn surf brachytx	yes	yes	
77770	Hdr rdncl ntrstl/icav brchtx	yes	yes	
77771	Hdr rdncl ntrstl/icav brchtx	yes	yes	
77772	Hdr rdncl ntrstl/icav brchtx	yes	yes	
77778	Apply interstit radiat compl	yes	yes	
77789	Apply surf ldr radionuclide	yes	yes	
77790	Radiation handling	yes	yes	
77799	Radium/radioisotope therapy	yes	yes	
79005	Nuclear rx oral admin	yes	yes	
79101	Nuclear rx iv admin	yes	yes	
79200	Nuclear rx intracav admin	yes	yes	
79300	Nuclr rx interstit colloid	yes	yes	
79403	Hematopoietic nuclear tx	yes	yes	
79440	Nuclear rx intra-articular	yes	yes	
79445	Nuclear rx intra-arterial	yes	yes	
79999	Nuclear medicine therapy	yes	yes	
90791	Psych diagnostic evaluation	yes	yes	
90792	Psych diag eval w/med srvcs	yes	yes	
90832	Psytx w pt 30 minutes	yes	yes	
90834	Psytx w pt 45 minutes	yes	yes	
90837	Psytx w pt 60 minutes	yes	yes	
90839	Psytx crisis initial 60 min	yes	yes	
90845	Psychoanalysis	yes	yes	
90846	Family psytx w/o pt 50 min	yes	yes	
90847	Family psytx w/pt 50 min	yes	yes	
90849	Multiple family group psytx	yes	yes	
90853	Group psychotherapy	yes	yes	
90865	Narcosynthesis	yes	yes	
90867	Tcranial magn stim tx plan	yes	yes	
90868	Tcranial magn stim tx deli	yes	yes	
90869	Tcran magn stim redetemine	yes	yes	
90870	Electroconvulsive therapy	yes	yes	
90875	Psychophysiological therapy	yes	yes	
90876	Psychophysiological therapy	yes	yes	
90880	Hypnotherapy	yes	yes	
90901	Biofeedback train any meth	no	yes	
90912	Bfb training 1st 15 min	N/A	yes	
90935	Hemodialysis one evaluation	yes	yes	
90937	Hemodialysis repeated eval	yes	yes	
90940	Hemodialysis access study	yes	yes	
90945	Dialysis one evaluation	yes	yes	
90947	Dialysis repeated eval	yes	yes	
90951	Esrd serv 4 visits p mo <2yr	yes	yes	
90952	Esrd serv 2-3 vsts p mo <2yr	yes	yes	
90953	Esrd serv 1 visit p mo <2yrs	yes	yes	
90954	Esrd serv 4 vsts p mo 2-11	yes	yes	
90955	Esrd srv 2-3 vsts p mo 2-11	yes	yes	
90956	Esrd srv 1 visit p mo 2-11	yes	yes	
90957	Esrd srv 4 vsts p mo 12-19	yes	yes	
90958	Esrd srv 2-3 vsts p mo 12-19	yes	yes	
90959	Esrd serv 1 vst p mo 12-19	yes	yes	
90960	Esrd srv 4 visits p mo 20+	yes	yes	
90961	Esrd srv 2-3 vsts p mo 20+	yes	yes	
90962	Esrd serv 1 visit p mo 20+	yes	yes	
90963	Esrd home pt serv p mo <2yrs	yes	yes	
90964	Esrd home pt serv p mo 2-11	yes	yes	
90965	Esrd home pt serv p mo 12-19	yes	yes	
90966	Esrd home pt serv p mo 20+	yes	yes	
90967	Esrd svc pr day pt <2	yes	yes	
90968	Esrd svc pr day pt 2-11	yes	yes	
90969	Esrd svc pr day pt 12-19	yes	yes	
90970	Esrd svc pr day pt 20+	yes	yes	
90989	Dialysis training complete	yes	yes	
90993	Dialysis training incompl	yes	yes	
90997	Hemoperfusion	yes	yes	
90999	Dialysis procedure	yes	yes	
92002	Eye exam new patient	yes	yes	
92004	Eye exam new patient	yes	yes	
92012	Eye exam establish patient	yes	yes	
92014	Eye exam&tx estab pt 1/>vst	yes	yes	
92015	Determine refractive state	yes	yes	
92018	New eye exam & treatment	yes	yes	
92019	Eye exam & treatment	yes	yes	
92020	Special eye evaluation	yes	yes	
92025	Corneal topography	yes	yes	
92060	Special eye evaluation	yes	yes	
92065	Orthoptic/pleoptic training	yes	yes	
92071	Contact lens fitting for tx	yes	yes	
92072	Fit contac lens for managmnt	yes	yes	
92081	Visual field examination(s)	yes	yes	
92082	Visual field examination(s)	yes	yes	
92083	Visual field examination(s)	yes	yes	
92100	Serial tonometry exam(s)	yes	yes	
92132	Cmptr ophth dx img ant segmt	yes	yes	
92133	Cmptr ophth img optic nerve	yes	yes	
92134	Cptr ophth dx img post segmt	yes	yes	
92136	Ophthalmic biometry	yes	yes	
92145	Corneal hysteresis deter	yes	yes	
92201	Opscpy extnd rta draw uni/bi	N/A	yes	
92202	Opscpy extnd on/mac draw	N/A	yes	
92225	Special eye exam initial	yes	N/A	
92226	Special eye exam subsequent	yes	N/A	
92227	Remote dx retinal imaging	yes	yes	
92228	Remote retinal imaging mgmt	yes	yes	
92230	Eye exam with photos	yes	yes	
92235	Fluorescein angrph uni/bi	yes	yes	
92240	Icg angiography uni/bi	yes	yes	
92242	Fluorescein icg angiography	yes	yes	
92250	Eye exam with photos	yes	yes	
92260	Ophthalmoscopy/dynamometry	yes	yes	
92265	Eye muscle evaluation	yes	yes	
92270	Electro-oculography	yes	yes	
92273	Full field erg w/i&r	yes	yes	
92274	Multifocal erg w/i&r	yes	yes	
92283	Color vision examination	yes	yes	
92284	Dark adaptation eye exam	yes	yes	
92285	Eye photography	yes	yes	
92286	Internal eye photography	yes	yes	
92287	Internal eye photography	yes	yes	
92502	Ear and throat examination	yes	yes	
92504	Ear microscopy examination	yes	yes	
92507	Speech/hearing therapy	yes	yes	
92508	Speech/hearing therapy	yes	yes	
92521	Evaluation of speech fluency	yes	yes	
92522	Evaluate speech production	yes	yes	
92523	Speech sound lang comprehen	yes	yes	
92524	Behavral qualit analys voice	yes	yes	
92526	Oral function therapy	yes	yes	
92550	Tympanometry & reflex thresh	yes	yes	
92551	Pure tone hearing test air	yes	yes	
92552	Pure tone audiometry air	yes	yes	
92553	Audiometry air & bone	yes	yes	
92555	Speech threshold audiometry	yes	yes	
92556	Speech audiometry complete	yes	yes	
92557	Comprehensive hearing test	yes	yes	
92558	Evoked auditory test qual	yes	yes	
92559	Group audiometric testing	yes	yes	
92560	Bekesy audiometry screen	yes	yes	
92561	Bekesy audiometry diagnosis	yes	yes	
92562	Loudness balance test	yes	yes	
92563	Tone decay hearing test	yes	yes	
92564	Sisi hearing test	yes	yes	
92565	Stenger test pure tone	yes	yes	
92567	Tympanometry	yes	yes	
92568	Acoustic refl threshold tst	yes	yes	
92570	Acoustic immitance testing	yes	yes	
92571	Filtered speech hearing test	yes	yes	
92572	Staggered spondaic word test	yes	yes	
92575	Sensorineural acuity test	yes	yes	
92576	Synthetic sentence test	yes	yes	
